,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,FAMA,MAMA,T3,RSI,WILLR,ADX,ADXR,MOM,CMO,ROC,ROCR,TRIX,MIDPOINT,HT_TRENDLINE,SINE,LEAD SINE,TRENDMODE,DCPERIOD,HT_DCPHASE,QUADRATURE,PHASE,MACD_Hist,MACD_Signal,MACD,MACDEXT,MACDEXT_Signal,MACDEXT_Hist,STOCH_SlowD,STOCH_SlowK,STOCHF_FastD,STOCHF_FastK,STOCHRSI_FastD,STOCHRSI_FastK,APO,PPO,BOP,TRANGE,Chaikin A/D,OBV,CCI,Aroon Down,Aroon Up,AROONOSC,MFI,DX,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,MIDPRICE,ATR,NATR,ULTOSC,Real Upper Band,Real Middle Band,Real Lower Band,SAR,ADOSC
2003-01-27,854.4400,854.8632,852.1200,848.0057,847.2748,854.4400,869.5119,1049.4910,943.7554,855.5697,7.1636,-92.5041,99.0434,98.6139,-39.8600,-85.6728,-4.4921,0.9551,-1.3922,854.4400,902.2589,-1.0000,-0.7096,1,21.3153,269.7989,-28.0867,-23.5270,-7.3488,-1.3392,-8.6880,1.7986,9.2351,-7.4365,8.6451,9.8585,9.8585,5.2307,46.2105,13.1640,1.7986,0.2001,-0.7066,19.7000,10417795664.9855,-63272960000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,99.9023,66.0690,0.0323,26.7197,0.0131,865.7950,20.2210,2.3860,25.6561,868.3600,854.4400,840.5200,931.1157,-1828799254.2055
2003-01-28,853.0100,857.3144,854.8533,855.8456,857.3982,853.0100,869.3165,1048.9580,942.9032,854.3849,45.2643,-27.4621,99.4728,99.2581,-2.8600,-9.4713,-0.3320,0.9967,-0.6963,853.0100,900.8301,-0.9569,-0.4713,1,21.3843,286.8815,-21.8134,-33.2013,-7.2840,-3.1602,-10.4442,-2.7008,8.1673,-10.8682,10.5117,13.1249,13.1249,31.0652,45.2477,97.1117,-2.7008,-0.3008,0.8328,13.2800,11389058108.7150,-61813860000.0000,66.6667,50.0000,0.0000,-50.0000,50.5090,99.9023,39.8788,0.0195,13.3598,0.0065,854.1000,16.7505,1.9510,30.4660,864.0700,853.0100,841.9500,927.6411,-1459535225.6063
2003-01-29,861.4500,862.0115,862.4200,863.0875,864.4534,861.4500,867.1136,1048.4238,942.1178,859.5673,61.7749,-19.0726,54.1184,76.7956,16.8800,23.5498,1.9918,1.0199,-0.0672,861.4500,899.6152,-0.8423,-0.2145,1,21.4651,302.6136,1.2723,-37.2106,-6.4614,-4.7755,-11.2369,-7.2033,6.2285,-13.4318,16.5515,26.6711,26.6711,43.7174,70.0919,100.0000,-7.2033,-0.8030,0.2546,22.8600,12375890661.2633,-60218460000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,8.7639,16.8640,20.1038,6.6799,7.9632,857.2900,19.8053,2.2913,38.8350,867.2700,861.4500,855.6300,924.3055,-861795472.1316
2003-01-30,854.4850,850.4105,851.1933,846.9022,845.8293,854.4850,863.6458,1047.8874,941.1427,851.9834,20.2725,-96.5172,34.8881,44.5032,-13.9300,-59.4550,-1.6225,0.9838,-0.5656,854.4850,897.9645,-0.7687,-0.0913,1,21.5478,309.7636,10.3452,-28.5445,-6.8239,-6.4815,-13.3054,-12.0402,3.5227,-15.5629,21.7962,25.5926,25.5926,1.9954,73.7052,24.0040,-12.0402,-1.3452,-0.9085,21.7400,10986469598.9721,-61728760000.0000,-66.6667,100.0000,50.0000,-50.0000,51.6144,15.6578,13.1422,9.5838,5.4600,3.9816,856.2300,20.7726,2.4594,36.2838,874.2350,854.4850,834.7350,921.1033,-981009049.8817
2003-01-31,850.1550,853.9368,852.0033,853.9429,854.7567,850.1550,863.2122,1047.3494,940.2883,852.6039,54.5582,-38.9021,42.9290,38.9085,-8.6600,9.1163,-1.0019,0.9900,-0.1887,850.1550,896.5436,-0.5943,0.1484,1,21.6317,-36.4650,-6.8897,-28.1606,-5.9266,-7.9632,-13.8897,-16.7671,0.0770,-16.8441,28.5141,33.2785,33.2785,54.1227,70.2631,86.7853,-16.7671,-1.8767,0.6165,17.9900,12103460510.5513,-60150230000.0000,66.6667,100.0000,0.0000,-100.0000,51.1097,50.9699,15.8140,5.1359,6.1299,1.9908,852.9100,19.3813,2.2650,42.4648,861.2450,850.1550,839.0650,917.2351,-585189400.7423
2003-02-03,858.0100,858.1923,858.7800,859.6128,860.3555,858.0100,861.9268,1046.8101,939.4886,856.9832,66.5450,-17.7778,41.9094,42.4192,15.7100,33.0900,1.8600,1.0186,0.1586,858.0100,895.3223,-0.3872,0.3782,1,21.6417,-22.7799,5.7460,-37.6957,-4.6860,-9.1347,-13.8207,-20.3556,-3.6433,-16.7123,33.6815,42.1733,42.1733,70.4018,70.2631,100.0000,-20.3556,-2.2815,0.5168,8.9400,12145690209.9709,-58891730000.0000,66.6667,50.0000,0.0000,-50.0000,100.0000,40.8899,10.8221,25.7947,3.0650,7.3054,852.4900,14.1607,1.6460,40.8732,862.6300,858.0100,853.3900,912.6214,-356627421.6661
2003-02-04,854.2600,851.5308,852.2400,849.7838,848.9755,854.2600,860.3927,1046.2690,938.5757,852.8143,27.9130,-67.2392,53.3047,47.6071,-7.5000,-44.1739,-0.8765,0.9912,-0.2193,854.2600,893.4894,-0.1931,0.5573,1,21.5941,-11.1315,37.2416,-28.0635,-4.3530,-10.2229,-14.5759,-24.2943,-7.6205,-16.6738,42.1062,50.8667,50.8667,28.0758,67.7658,16.5120,-24.2943,-2.7278,-0.6021,20.1300,11849314018.0127,-60343330000.0000,-66.6667,100.0000,50.0000,-50.0000,46.7474,64.7000,49.7001,10.6522,17.0425,3.6527,852.4150,17.1453,2.0214,44.4924,866.3800,854.2600,842.1400,908.2845,-325005634.7884
2003-02-05,845.8950,846.2369,845.1267,843.8900,843.4206,845.8950,852.9249,1045.7258,937.6259,846.9233,19.3621,-84.1417,49.7485,51.5266,-16.7300,-61.2757,-1.9446,0.9806,-0.4396,845.8950,891.1931,-0.0236,0.6902,1,21.6565,-1.3530,28.1198,-11.3471,-4.1171,-11.2522,-15.3693,-27.9200,-11.6239,-16.2961,43.4491,37.3072,37.3072,13.4442,38.8373,0.0000,-27.9200,-3.1393,-0.2362,19.5200,10618518396.4508,-61794130000.0000,-66.6667,50.0000,0.0000,-50.0000,-0.0000,46.1922,23.2406,8.5540,8.5212,3.1363,850.9100,18.3327,2.1732,43.4165,850.5050,845.8950,841.2850,903.5179,-674140271.1273
2003-02-06,840.8700,840.8457,839.9634,838.2663,838.0323,840.8700,846.3583,1045.1803,936.6311,841.0168,11.2375,-82.7342,64.1982,56.9733,-10.0500,-77.5250,-1.1849,0.9882,-0.5516,840.8700,888.0131,0.0991,0.7737,1,21.9630,5.6846,11.4158,-10.3328,-3.9980,-12.2517,-16.2497,-30.4563,-15.5488,-14.9076,35.7391,19.0434,19.0434,15.6101,5.5040,0.0000,-30.4563,-3.4306,-0.4954,10.9800,10464750839.6064,-63225030000.0000,-66.6667,100.0000,50.0000,-50.0000,-0.0000,78.6480,44.7609,5.3498,13.1206,1.5682,847.4400,14.6563,1.7487,41.6038,846.3100,840.8700,835.4300,899.0849,-804608638.5231
2003-02-07,833.9200,833.4086,832.5100,830.0697,829.7386,833.9200,838.9502,1044.6322,935.5617,833.6447,4.8750,-84.2880,76.4559,70.3271,-13.9000,-90.2500,-1.6477,0.9835,-0.7112,833.9200,884.2115,0.1896,0.8284,1,22.3266,10.9304,18.4287,-7.7138,-4.1420,-13.2872,-17.4291,-32.5841,-19.3691,-13.2150,22.8874,12.3117,12.3117,7.8808,0.0000,0.0000,-32.5841,-3.6782,-0.4446,19.0300,9589172663.2059,-64501830000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,88.7136,38.9188,2.3276,13.1103,0.7841,836.2150,16.8431,2.0301,34.8219,842.3800,833.9200,825.4600,893.8181,-1063428877.8103
2003-02-10,832.8300,835.1162,833.8766,834.5724,835.3937,832.8300,838.8799,1044.0819,934.5658,833.5667,48.3176,-43.9641,84.3529,80.4044,-2.1801,-3.3647,-0.2601,0.9974,-0.3251,832.8300,881.0505,0.2144,0.8422,1,22.6628,12.3780,2.6958,1.3202,-3.4931,-14.1604,-17.6536,-34.0549,-22.8529,-11.2021,16.6897,18.7139,18.7139,32.6508,33.3333,100.0000,-34.0549,-3.8565,0.4607,13.6299,10611163341.0840,-63263630000.0000,-66.6667,100.0000,50.0000,-50.0000,-0.0000,92.2499,31.9138,1.2865,9.7251,0.3920,834.6300,15.2365,1.8226,43.9231,839.1100,832.8300,826.5500,887.7775,-747455680.2111
2003-02-11,832.5850,831.1721,831.4567,829.6761,829.6325,832.5850,838.8064,1043.5290,933.5121,831.0444,24.3457,-70.9082,47.6419,65.9974,-0.4900,-51.3085,-0.0591,0.9994,-0.3470,832.5850,877.8098,0.2954,0.8845,1,23.1409,17.1844,-20.4331,-4.8934,-3.2063,-14.9620,-18.1683,-33.6848,-25.7953,-7.8895,16.4989,18.4712,18.4712,14.8819,48.2731,44.8194,-33.6848,-3.8278,-0.3776,17.9300,9903354918.5709,-64570630000.0000,66.6667,50.0000,0.0000,-50.0000,51.3581,10.9309,14.6611,18.2596,4.8626,6.0561,833.2750,16.5833,1.9999,37.9537,839.3550,832.5850,825.8150,881.3528,-775455171.9737
2003-02-12,823.9400,822.8440,822.1867,819.5694,818.9619,823.9400,829.8613,1042.9732,932.3638,823.6294,9.5777,-99.2254,48.7115,48.1767,-17.2900,-80.8445,-2.0683,0.9793,-0.6395,823.9400,875.0152,0.2997,0.8865,1,23.7190,17.4375,-17.2166,-12.1900,-3.3934,-15.8104,-19.2038,-31.8413,-27.9954,-3.8460,17.7539,16.0767,16.0767,0.6975,51.8815,10.8252,-31.8413,-3.6359,-0.7718,13.6300,8677997793.6469,-65831130000.0000,-66.6667,100.0000,50.0000,-50.0000,51.1875,49.7811,29.8919,10.0222,9.0313,3.0280,830.7550,15.1066,1.8452,33.0338,834.4600,823.9400,813.4200,875.5705,-1106299942.7184
2003-02-13,818.0250,819.1947,817.8067,816.8867,817.0064,818.0250,824.3096,1042.4144,931.2138,818.7833,8.3207,-57.1041,66.0505,57.3810,-11.8300,-83.3585,-1.4267,0.9857,-0.5859,818.0250,871.5842,0.3457,0.9080,1,24.2135,20.2260,-16.9353,-15.9153,-3.2723,-16.6284,-19.9007,-31.2122,-29.6004,-1.6118,16.3685,14.5576,14.5576,28.0933,21.1921,7.9317,-31.2122,-3.5806,-0.0876,14.9600,9394773335.2604,-67320430000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,83.3895,55.5954,5.0355,16.7157,1.5140,819.2050,15.0333,1.8392,37.2271,819.3350,818.0250,816.7150,869.2916,-913007863.6262
2003-02-14,826.1300,829.6582,829.0500,832.3768,834.0922,826.1300,827.9043,1041.8536,930.2506,826.8255,79.6744,-0.0000,46.2954,56.1730,16.2100,59.3489,1.9800,1.0198,0.2435,826.1300,868.8626,0.3550,0.9121,1,24.5976,20.7905,-5.4461,-22.0293,-1.7551,-17.0672,-18.8223,-30.7819,-30.7589,-0.0230,22.0621,35.5521,35.5521,77.8655,39.5856,100.0000,-30.7819,-3.5430,0.8822,19.8600,10799373335.2604,-65915830000.0000,66.6667,50.0000,100.0000,50.0000,48.9410,26.5402,23.9525,41.2601,8.3578,14.3970,820.5900,17.4467,2.0897,48.7565,843.6500,826.1300,808.6100,861.7314,-304014934.5770
2003-02-18,843.0300,843.9994,845.7433,849.6860,851.2471,843.0300,838.2446,1041.2916,929.4598,841.7012,91.6917,-4.4926,58.9131,52.6042,33.8000,83.3834,4.1352,1.0414,0.9990,843.0300,866.0938,0.4203,0.9388,1,24.8703,24.8529,12.4326,-17.8256,0.4824,-16.9466,-16.4642,-27.2967,-31.0925,3.7958,39.1820,67.4364,67.4364,96.3503,69.3106,100.0000,-27.2967,-3.1525,0.9054,17.9800,11813646374.7632,-64665030000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,71.5307,11.7960,71.0722,4.1789,25.1785,833.9500,17.7133,2.0811,53.2564,859.3100,843.0300,826.7500,855.0785,295479497.5647
2003-02-19,848.1500,844.7531,847.1433,846.8999,846.2404,848.1500,839.0442,1040.7282,928.6165,846.1777,63.7320,-43.0478,65.2219,62.0675,10.2400,27.4640,1.2265,1.0123,0.6728,848.1500,863.1567,0.4869,0.9619,1,25.0579,29.1342,5.4934,-12.8132,1.6285,-16.5395,-14.9109,-25.0068,-30.7688,5.7620,62.9517,85.8664,85.8664,83.3835,88.8212,66.4635,-25.0068,-2.8987,-0.4879,12.3800,11839715241.8113,-65740630000.0000,-66.6667,0.0000,50.0000,50.0000,53.8031,71.5307,6.9433,41.8340,2.0895,12.5892,843.8800,15.0467,1.7804,56.2796,854.1900,848.1500,842.1100,852.8700,522160086.8139
2003-02-20,841.1150,839.6510,839.7767,838.6659,837.4021,841.1150,838.1801,1040.1631,927.7013,841.9633,35.1955,-96.3040,48.3901,56.8060,-14.0700,-29.6091,-1.6530,0.9835,0.0664,841.1150,859.9274,0.5383,0.9766,1,25.1236,32.5678,8.0153,-16.7215,1.8999,-16.0645,-14.1646,-23.5126,-29.9973,6.4847,78.4207,81.9593,81.9593,66.1442,66.2329,32.2351,-23.5126,-2.7363,-0.6269,12.8100,10746284700.1727,-66934730000.0000,-66.6667,0.0000,0.0000,0.0000,-0.0000,31.5582,11.7556,22.5965,3.2747,6.2946,843.8650,13.9283,1.6639,50.3908,849.1450,841.1150,833.0850,852.8700,219514238.5477
2003-02-21,842.6350,845.3303,844.4800,846.8951,847.3237,842.6350,838.4370,1039.5968,926.9060,844.7960,70.9987,-19.7598,42.2902,45.3401,3.0400,41.9974,0.3597,1.0036,0.2704,842.6350,856.7172,0.5929,0.9887,1,24.8730,36.3660,35.1360,-14.5635,2.8233,-15.3587,-12.5354,-20.3039,-28.6328,8.3289,82.2871,79.0356,79.0356,87.5792,54.0238,63.3727,-20.3039,-2.3718,0.5322,20.8000,11591921932.9215,-65536530000.0000,66.6667,100.0000,100.0000,0.0000,54.0241,36.1903,19.3426,9.0627,6.7174,3.1473,841.8800,17.3642,2.0473,56.1408,853.7050,842.6350,831.5650,806.2900,344815125.7182
2003-02-24,840.3750,836.8301,837.7767,834.5183,833.3690,840.3750,838.2744,1039.0286,925.9628,838.6030,27.7759,-94.7114,39.2403,40.7652,-4.5200,-44.4481,-0.5400,0.9946,-0.2759,840.3750,852.6253,0.6234,0.9937,1,24.3263,38.5651,56.2560,0.8012,2.3992,-14.7589,-12.3597,-17.9276,-26.8409,8.9133,71.3168,52.9554,52.9554,5.1428,31.8693,0.0000,-17.9276,-2.1023,-0.9738,16.0100,10427221341.0793,-66765730000.0000,-66.6667,50.0000,50.0000,0.0000,53.4038,36.1903,10.0637,4.7152,3.3587,1.5737,841.8800,16.6871,2.0043,54.3954,855.9650,840.3750,824.7850,806.7499,-5858801.9999
2003-02-25,835.5750,837.9900,836.5733,837.6061,837.8656,835.5750,838.3071,1038.4589,925.0888,837.5056,50.7948,-32.3995,64.7288,51.9845,-9.6000,1.5896,-1.1318,0.9887,-0.1532,835.5750,849.2413,0.6716,0.9988,1,24.0057,42.1923,39.6361,22.5036,2.5244,-14.1278,-11.6034,-14.9683,-24.7613,9.7929,60.8957,50.6959,50.6959,59.3657,38.8764,53.2564,-14.9683,-1.7613,0.2851,21.0100,11772511334.6395,-65282030000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,90.2173,40.5849,2.0872,15.2993,0.7868,833.3550,18.8486,2.2477,58.4608,841.5650,835.5750,829.5850,807.2052,279263116.6119
2003-02-26,833.0600,831.0300,831.2233,828.5820,827.9805,833.0600,837.6741,1037.8872,924.1135,831.8014,23.3786,-58.2096,71.3858,68.0573,-5.0300,-53.2428,-0.6041,0.9940,-0.4402,833.0600,846.9659,0.7010,1.0000,1,24.5617,44.5101,-11.6732,27.1330,1.8961,-13.6538,-11.7577,-12.2917,-22.5891,10.2974,44.6852,30.4042,30.4042,26.7042,17.7521,0.0000,-12.2917,-1.4512,-0.8212,13.4200,10576311430.4220,-66656430000.0000,-66.6667,50.0000,0.0000,-50.0000,-0.0000,78.0427,23.7063,2.9236,7.6497,0.9434,829.3200,16.1343,1.9496,51.4391,844.0800,833.0600,822.0400,807.6559,-10092714.9899
2003-02-27,832.4150,835.1967,834.0367,835.7696,836.5760,832.4150,837.6700,1037.3140,923.2451,833.8010,60.7699,-31.6568,45.5817,58.4837,-1.2900,21.5397,-0.1538,0.9985,-0.0559,832.4150,845.6675,0.7216,0.9998,1,25.6877,46.1829,-32.7646,11.9239,2.1483,-13.1167,-10.9684,-10.2463,-20.2595,10.0132,42.7681,47.2041,47.2041,55.5425,43.9254,78.5199,-10.2463,-1.2125,0.6646,14.6400,11000305804.3618,-65368630000.0000,66.6667,0.0000,100.0000,100.0000,48.5003,19.7776,12.4287,8.3242,3.8248,2.5617,834.4350,15.3871,1.8378,49.5630,842.1450,832.4150,822.6850,808.1022,7359265.1529
2003-02-28,839.2150,839.1656,839.8600,840.6795,841.2620,839.2150,839.2167,1036.7395,922.4242,838.2105,71.7401,-30.0770,48.8954,47.2385,13.6000,43.4802,1.6434,1.0164,0.2231,839.2150,844.6489,0.7651,0.9963,1,25.8329,49.9143,-32.5006,5.9809,2.5603,-12.4766,-9.9163,-7.8194,-17.7081,9.8888,43.4866,52.8515,52.8515,76.3079,59.5066,100.0000,-7.8194,-0.9269,0.3981,9.7200,10720561357.8712,-63995330000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,52.2092,7.6170,24.2595,1.9124,6.0909,837.2750,12.5536,1.4924,49.8263,843.0850,839.2150,835.3450,808.5439,-75179909.1405
2003-03-03,837.9800,836.2619,836.9233,835.7986,835.3337,837.9800,839.0220,1036.1636,921.5480,837.0482,37.4380,-89.4388,64.2118,56.5536,-2.4700,-25.1239,-0.2950,0.9970,0.0004,837.9800,842.9582,0.8258,0.9827,1,25.3612,55.6649,-32.1688,-4.0697,2.3935,-11.8783,-9.4848,-4.4548,-15.1701,10.7153,53.3504,59.9955,59.9955,48.1361,69.1972,29.0715,-4.4548,-0.5293,-0.3235,19.6000,9767011148.4047,-65204230000.0000,-66.6667,0.0000,100.0000,100.0000,53.2380,79.5281,2.9739,26.0794,0.9562,8.3855,842.5400,16.0768,1.9258,47.2689,844.3200,837.9800,831.6400,808.9813,-405513737.1689
2003-03-04,828.4000,826.7473,826.2633,823.4213,822.3121,828.4000,831.4522,1035.5855,920.5524,828.4626,12.7614,-99.9014,54.9699,59.5908,-19.1600,-74.4771,-2.2778,0.9772,-0.5299,828.4000,841.3894,0.8843,0.9555,1,24.5136,62.1646,-9.8145,-10.4224,1.4536,-11.5149,-10.0613,-2.5540,-12.6754,10.1214,51.4537,41.5142,41.5142,0.0986,43.0238,0.0000,-2.5540,-0.3040,-0.9517,13.4700,8516002517.3542,-66460830000.0000,-66.6667,100.0000,50.0000,-50.0000,-0.0000,45.7280,38.1026,14.1901,11.2581,4.1927,837.1500,14.7734,1.7973,39.9723,841.2200,828.4000,815.5800,809.8485,-901833618.7722
2003-03-05,825.9200,828.8157,827.2300,828.3966,828.9958,825.9200,831.3823,1035.0058,919.6454,827.7362,51.7548,-33.9624,57.8660,56.4180,-4.9600,3.5095,-0.5941,0.9941,-0.2447,825.9200,839.4903,0.9750,0.8466,0,23.5774,77.1603,1.7238,-9.6502,1.3949,-11.1661,-9.7713,-2.2960,-10.3180,8.0220,42.8119,26.9260,26.9260,32.5434,31.7286,66.1143,-2.2960,-0.2735,0.7231,10.8700,9843793716.3290,-65128130000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,60.7622,33.4943,8.1751,8.5891,2.0964,827.2150,12.8217,1.5451,48.3793,833.7800,825.9200,818.0600,810.6983,-600409678.0477
2003-03-06,825.9750,824.3386,824.6833,822.7065,822.5019,825.9750,831.3384,1034.4242,918.6700,824.4710,27.5081,-71.4813,59.3141,58.5901,0.1100,-44.9838,0.0134,1.0001,-0.3439,825.9750,837.6326,0.9630,0.4904,0,22.6645,105.6363,13.9661,-8.2788,0.8922,-10.9431,-10.0509,-3.3169,-8.4306,5.1136,27.4734,13.9800,13.9800,9.2981,30.3725,25.0034,-3.3169,-0.3958,-0.7750,10.0000,9129233716.3290,-66427330000.0000,-66.6667,50.0000,0.0000,-50.0000,-0.0000,60.7622,18.8178,4.5929,4.2945,1.0482,824.4350,11.4108,1.3880,39.9176,833.7250,825.9750,818.2250,811.5311,-649877186.1106
2003-03-07,825.4950,827.3729,826.6267,827.8403,828.4719,825.4950,831.3118,1033.8409,917.7722,826.2836,60.1895,-5.1555,75.0155,67.1648,-0.9600,20.3789,-0.1157,0.9988,-0.0397,825.4950,835.7599,-0.8879,-0.9531,0,21.7727,242.6110,11.4635,2.3471,1.0634,-10.6772,-9.6138,-3.3060,-6.8059,3.4999,23.0575,28.2665,28.2665,42.9580,63.7059,100.0000,-3.3060,-0.3952,0.3706,18.3200,10399134081.3834,-65058830000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,90.7169,36.2158,1.7628,10.7673,0.5241,820.5400,14.8654,1.7934,49.2033,832.2850,825.4950,818.7050,852.3400,-206974942.6999
2003-03-10,818.1850,814.1109,814.6167,809.8461,808.4792,818.1850,827.9301,1033.2550,916.6692,816.1120,15.6619,-96.0401,84.9650,79.9903,-14.6200,-68.6763,-1.7784,0.9822,-0.7008,818.1850,833.8166,-0.9875,-0.5869,1,20.9293,279.0626,-13.3858,1.0921,-0.1540,-10.7157,-10.8698,-4.3463,-5.6257,1.2794,20.2387,18.4697,18.4697,3.1531,43.7063,6.1154,-4.3463,-0.5204,-0.9592,22.3200,9246465237.8060,-66313830000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,94.9145,27.0095,0.7047,10.0436,0.2620,818.0600,18.5927,2.3026,39.5539,839.5950,818.1850,796.7750,851.9289,-373730025.8338
2003-03-11,804.1050,805.1903,802.9800,800.7951,800.2961,804.1050,815.8411,1032.6663,915.5099,805.7139,10.6800,-98.4960,91.3355,88.1503,-28.1600,-78.6401,-3.3973,0.9660,-0.9488,804.1050,832.0028,-0.8697,-0.2659,1,20.1761,299.5813,-12.6349,-8.9830,-1.2421,-11.0263,-12.2683,-6.1854,-4.9472,-1.2381,20.8637,15.8551,15.8551,1.4541,35.3718,0.0000,-6.1854,-0.7425,-0.4839,13.9500,7906779438.5679,-67741530000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,97.7060,34.6984,0.4026,11.2918,0.1310,814.5950,16.2714,2.0321,35.6265,810.8550,804.1050,797.3550,851.0217,-834236220.8885
2003-03-12,802.4600,804.5234,803.0367,802.8361,803.5723,802.4600,815.0623,1032.0750,914.3967,803.0032,32.6448,-39.6844,95.2849,93.3102,-3.2900,-34.7104,-0.4074,0.9959,-0.5959,802.4600,830.4226,-0.7429,-0.0520,1,19.5729,312.0197,-3.8291,-9.8965,-1.5376,-11.4107,-12.9483,-6.3924,-4.5190,-1.8734,16.1022,13.9818,13.9818,37.3382,16.8268,44.3649,-6.3924,-0.7693,0.2263,15.2900,9526779438.5679,-66121530000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,99.2343,54.0087,0.2076,17.0459,0.0655,801.5750,15.7807,1.9623,45.9725,805.9200,802.4600,799.0000,849.5001,-431330916.9665
2003-03-13,818.0450,822.7745,822.6633,828.2957,830.9440,818.0450,822.5457,1031.4824,913.5717,818.4923,86.3621,-0.2783,74.2186,84.7517,31.1700,72.7242,3.8927,1.0389,0.7106,818.0450,830.0472,-0.3995,0.3657,1,19.1569,-23.5487,-2.5732,-10.0081,0.2302,-11.3531,-11.1229,-6.3213,-4.3526,-1.9687,25.3361,46.1714,46.1714,99.7217,48.1216,100.0000,-6.3213,-0.7613,0.9957,27.8300,11327416585.9747,-64305230000.0000,66.6667,50.0000,100.0000,50.0000,53.5812,53.1523,19.5432,63.8898,8.5229,27.8628,810.4600,21.8053,2.6211,57.3881,845.7550,818.0450,790.3350,847.0761,345635883.0826
2003-03-14,832.5850,829.7715,832.8134,833.9443,834.3775,832.5850,827.3121,1030.8889,912.7687,829.3312,87.3590,-21.8279,71.6484,72.9335,29.0800,74.7179,3.6161,1.0362,0.9184,832.5850,829.9899,-0.0905,0.6402,0,18.8550,-5.1904,-3.2495,-8.6722,1.5171,-10.9738,-9.4568,-5.4477,-4.4629,-0.9848,44.6722,73.8634,73.8634,84.5304,81.4550,100.0000,-5.4477,-0.6564,0.1051,13.1300,10962200740.9313,-62763330000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,69.0782,12.1982,66.6986,4.2615,23.3014,822.7900,17.4677,2.0963,54.6656,833.9550,832.5850,831.2150,844.7490,515859452.1267
2003-03-17,848.0300,851.7838,852.9500,860.5122,862.1751,848.0300,843.0800,1030.2958,912.2689,849.7857,96.9540,-0.0000,79.7678,75.7081,30.8900,93.9080,3.7132,1.0371,1.7194,848.0300,830.3453,0.2862,0.8799,0,18.6644,16.6288,-9.4742,-12.0388,4.2281,-9.9168,-5.6887,-4.2696,-4.6535,0.3839,71.5952,94.7507,94.7507,100.0000,100.0000,100.0000,-4.2696,-0.5139,0.8287,35.6200,12662620740.9313,-61062910000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,87.8872,4.0136,62.2567,2.1307,33.0507,844.9800,26.5438,3.0765,63.5215,877.5500,848.0300,818.5100,788.9000,1079642780.1787
2003-03-18,864.6200,861.5613,865.2300,867.7299,867.4310,864.6200,853.4667,1029.7033,911.8107,862.7671,97.4365,-1.2321,84.9836,82.3757,33.1800,94.8730,3.9819,1.0398,1.5473,864.6200,831.0913,0.6631,0.9982,1,18.5399,41.5392,3.9432,-20.2100,6.0296,-8.4094,-2.3798,-3.5751,-4.7956,1.2206,87.7494,94.6342,94.6342,99.3721,100.0000,100.0000,-3.5751,-0.4296,0.3820,9.5800,14058643058.9188,-59507810000.0000,66.6667,50.0000,100.0000,50.0000,100.0000,90.1993,2.9492,57.2346,1.0654,20.6754,847.0550,18.0619,2.0846,64.1709,868.2800,864.6200,860.9600,789.6389,1656320990.0889
2003-03-19,870.2350,869.8671,871.4967,874.6919,874.1443,870.2350,862.6015,1029.1120,911.4328,871.4688,98.4513,-5.5018,89.6764,87.3300,11.2300,96.9026,1.3016,1.0130,1.2657,870.2350,832.0015,0.9508,0.8914,1,18.2610,71.9508,39.6817,-14.4586,7.4025,-6.5588,0.8437,-1.7710,-4.6239,2.8528,96.2396,99.3340,99.3340,98.6300,100.0000,100.0000,-1.7710,-0.2124,0.5493,13.7800,15324618223.3894,-58034410000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,94.3692,1.6729,57.7468,0.5327,18.3877,866.1750,15.9209,1.8216,72.6512,877.8050,870.2350,862.6650,791.1849,2144470447.3756
2003-03-20,874.8450,873.7357,875.1200,876.6335,875.8086,874.8450,868.4097,1028.5218,911.0752,875.5809,98.6792,-19.0869,92.9452,91.3108,9.2200,97.3584,1.0641,1.0106,0.8661,874.8450,833.5894,0.9947,0.6309,1,17.8353,95.8810,53.9038,7.6820,8.0400,-4.5488,3.4912,0.9150,-4.1549,5.0699,96.9346,96.8355,96.8355,92.5043,100.0000,100.0000,0.9150,0.1095,0.0801,20.5900,16214358119.9002,-56595310000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,96.2141,0.7295,37.8074,0.2663,13.8038,869.3050,18.2555,2.0847,78.2959,876.4950,874.8450,873.1950,793.6991,2432315151.7577
