,SMA,EMA,WMA,DEMA,TEMA,TRIMA,KAMA,FAMA,MAMA,T3,RSI,WILLR,ADX,ADXR,MOM,CMO,ROC,ROCR,TRIX,MIDPOINT,HT_TRENDLINE,SINE,LEAD SINE,TRENDMODE,DCPERIOD,HT_DCPHASE,QUADRATURE,PHASE,MACD_Hist,MACD_Signal,MACD,MACDEXT,MACDEXT_Signal,MACDEXT_Hist,STOCH_SlowD,STOCH_SlowK,STOCHF_FastD,STOCHF_FastK,STOCHRSI_FastD,STOCHRSI_FastK,APO,PPO,BOP,TRANGE,Chaikin A/D,OBV,CCI,Aroon Down,Aroon Up,AROONOSC,MFI,DX,MINUS_DI,PLUS_DI,MINUS_DM,PLUS_DM,MIDPRICE,ATR,NATR,ULTOSC,Real Upper Band,Real Middle Band,Real Lower Band,SAR,ADOSC
2000-01-03,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,-0.3539,,-139159787.5884,931800000.0000,,,,,,,,,,,,,,,,,,,
2000-01-04,1427.3200,1427.3200,1418.0200,,,1427.3200,,,,,,-97.5301,,,,,,,,1427.3200,,,,0,,,,,,,,,,,,,,,,,,,-0.9656,57.7899,-1078670159.8390,-77200000.0000,-66.6667,,,,,,,,40.9299,0.0000,1437.7150,,,,1483.1199,1427.3200,1371.5201,1478.0000,
2000-01-05,1400.7650,1410.5133,1401.2133,1402.1100,,1400.7650,1400.4252,,,,4.5990,-68.4937,,,-53.1100,-90.8020,-3.6496,0.9635,,1400.7650,,,,0,,,,,,,,,,,,,,,,,,,0.0756,35.5900,-673936080.9134,1008300000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,100.0000,62.3634,0.0000,40.2150,0.0000,1416.4500,46.6899,3.3300,,1403.4550,1400.7650,1398.0751,1477.1943,
2000-01-06,1402.7800,1405.8044,1403.0033,1401.4337,1401.4337,1402.7800,1401.7695,,,,8.7786,-27.5922,100.0000,,4.0299,-82.4427,0.2880,1.0029,,1402.7800,,,,0,,,,,,,,,,,,,,,,,,,0.0677,19.8000,-513958541.7378,2100600000.0000,66.6667,50.0000,0.0000,-50.0000,50.2418,100.0000,38.6367,0.0000,20.1075,0.0000,1395.4750,33.2450,2.3688,,1404.1199,1402.7800,1401.4400,1475.2040,
2000-01-07,1422.4600,1429.5815,1428.7966,1436.0502,1439.6634,1422.4600,1419.4142,,,,73.8335,-0.0000,74.6269,87.3135,39.3600,47.6671,2.8072,1.0281,0.4037,1422.4600,,,,0,,,,,,,,,,,,,,,,,,,0.9332,40.7400,711241458.2622,3325800000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,49.2539,15.0592,44.2921,10.0537,29.5699,1416.7850,36.9925,2.5663,,1460.4800,1422.4600,1384.4399,1473.2535,
2000-01-10,1449.5350,1448.2605,1452.2233,1456.6431,1458.4854,1449.5350,1436.3856,,,,83.6981,-10.6239,75.5415,75.0842,54.1500,67.3961,3.8584,1.0386,0.9210,1449.5350,,,,0,,,,,,,,,,,,,,,,,,,0.7047,22.8900,1147115885.4600,4390600000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,76.4560,8.9334,66.9532,5.0269,37.6750,1432.5450,29.9413,2.0541,,1465.6650,1449.5350,1433.4050,1471.3421,
2000-01-11,1448.0800,1441.7935,1444.9067,1442.4321,1440.4648,1448.0800,1436.4141,,,1444.8254,44.2846,-86.1723,54.0979,64.8197,-2.9099,-11.4307,-0.2019,0.9980,0.3636,1448.0800,,,,0,,,,,,,,,,,,,75.3410,70.2354,,,,,-0.7855,24.2400,479483619.9352,3376600000.0000,-66.6667,0.0000,50.0000,50.0000,51.4045,32.6544,18.2593,35.9664,9.5634,18.8375,1449.3900,27.0906,1.8832,,1467.1199,1448.0800,1429.0401,1469.4688,
2000-01-12,1435.4050,1435.4312,1434.3534,1433.5232,1432.0187,1435.4050,1434.5634,,,1437.9386,33.7503,-83.6288,33.3232,43.7106,-25.3500,-32.4993,-1.7392,0.9826,-0.0561,1435.4050,,,,0,,,,,,,,,,,,,72.6666,55.5633,,,,,-0.4066,15.5200,154202999.9875,2402000000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,12.5485,29.0636,22.5828,12.1218,9.4187,1442.8700,21.3053,1.4875,,1441.7151,1435.4050,1429.0950,1467.6331,
2000-01-13,1440.9650,1444.9304,1443.8700,1447.4609,1448.4388,1440.9650,1436.3790,,,1443.3975,71.3720,-16.6663,39.5681,36.4457,11.1200,42.7440,0.7730,1.0077,0.2160,1440.9650,,,,0,,,,,,,,,,,71.8612,67.5760,67.5760,76.9292,52.9419,75.3221,,,0.7941,21.9500,760246529.3239,3432400000.0000,66.6667,50.0000,0.0000,-50.0000,51.5893,45.8130,14.1597,38.1026,6.0609,16.3093,1440.6400,21.6276,1.4919,,1458.3951,1440.9650,1423.5350,1465.8340,
2000-01-14,1457.4150,1458.4102,1459.9934,1463.7469,1465.0083,1457.4150,1449.1661,,,1456.5344,85.7433,-19.2637,59.6776,49.6228,32.9000,71.4866,2.2971,1.0230,0.5657,1457.4150,,,,0,,,,,,,,,,,70.6806,71.7992,71.7992,82.9051,69.5512,100.0000,,,0.6634,23.3199,1115073743.9581,4518300000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,79.7871,6.7762,60.2719,3.0304,26.9547,1452.6250,22.4738,1.5339,,1472.8850,1457.4150,1441.9451,1377.6801,431902377.2388
2000-01-18,1460.1450,1456.2301,1458.4767,1457.2823,1456.2746,1460.1450,1449.3899,,,1458.0849,51.9767,-76.5867,69.7323,64.7049,5.4600,3.9533,0.3766,1.0038,0.2843,1460.1450,,,,0,,,,,,,,,,,71.0074,73.6469,73.6469,61.1063,70.1258,35.0554,,,-0.7227,13.8500,644323115.3035,3461600000.0000,-66.6667,0.0000,50.0000,50.0000,50.7741,79.7871,4.1844,37.2191,1.5152,13.4774,1461.3400,18.1619,1.2481,,1470.1550,1460.1450,1450.1350,1378.6333,292776126.8353
2000-01-19,1455.5200,1456.0100,1455.6467,1456.2874,1455.6933,1455.5200,1451.5926,,,1457.1942,54.6864,-56.1628,51.4784,60.6053,-9.2500,9.3728,-0.6313,0.9937,0.1200,1455.5200,,,,0,,,,,,,,,,,71.4568,68.9243,68.9243,62.7614,58.4408,40.2671,,,0.0598,12.7100,792385816.3771,4549400000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,33.2244,10.9608,21.8679,3.3776,6.7387,1456.9150,15.4359,1.0602,,1456.2800,1455.5200,1454.7600,1379.5769,256355690.4814
2000-01-20,1450.7350,1449.0500,1449.0133,1446.8224,1445.7894,1450.7350,1449.5376,,,1450.6955,21.5820,-74.1261,53.5698,52.5241,-9.5701,-56.8359,-0.6577,0.9934,-0.1642,1450.7350,,,,0,,,,,,,,,,,64.9187,52.1849,52.1849,32.6870,25.1075,0.0000,,,-0.3802,27.1699,261272923.3920,3448700000.0000,-66.6667,100.0000,100.0000,0.0000,0.0000,55.6612,27.7818,7.9134,11.8288,3.3693,1452.1250,21.3029,1.4737,,1461.0651,1450.7350,1440.4049,1380.5112,49160892.3430
2000-01-21,1443.4650,1443.9233,1442.7633,1441.4719,1441.0529,1443.4650,1445.9031,,,1444.4243,14.4515,-89.6211,54.6155,54.0926,-14.5400,-71.0970,-0.9987,0.9900,-0.2799,1443.4650,,,,0,,,,,,,,,,,51.8844,34.5439,34.5439,8.1833,13.4224,0.0000,,,-0.3100,13.5801,-634941412.6376,2238900000.0000,-66.6667,50.0000,50.0000,0.0000,0.0000,55.6612,16.9618,4.8314,5.9144,1.6847,1452.1250,17.4415,1.2101,,1447.6749,1443.4650,1439.2550,1381.4360,-325228894.9360
2000-01-24,1421.4450,1415.6611,1414.8067,1405.4233,1402.6881,1421.4450,1426.1817,,,1419.4914,1.9929,-89.5858,75.5521,65.0838,-44.0399,-96.0143,-3.0465,0.9695,-1.0360,1421.4450,,,,0,,,,,,,,,,,34.4166,16.5209,16.5209,8.6925,0.0000,0.0000,,,-0.6789,58.6699,-1518338810.7388,1123100000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,96.4888,61.9375,1.1068,47.1371,0.8423,1424.7550,38.0557,2.7153,,1461.2750,1421.4450,1381.6151,1382.3517,-729903080.4973
2000-01-25,1405.7800,1411.9071,1407.1967,1407.2431,1408.1893,1405.7800,1422.8400,,,1409.7658,28.3551,-67.1646,86.4139,80.9830,-31.3300,-43.2898,-2.1736,0.9783,-0.7828,1405.7800,,,,0,,,,,,,,,,,21.9961,14.9234,14.9234,27.8944,16.6764,50.0293,,,0.3298,25.7700,-797120539.4840,2196800000.0000,-66.6667,100.0000,50.0000,-50.0000,0.0000,97.2757,47.7869,0.6599,30.4986,0.4212,1421.2900,31.9129,2.2633,,1414.2800,1405.7800,1397.2800,1383.2582,-599618244.6006
2000-01-26,1407.0600,1406.6957,1406.0700,1403.4039,1404.1767,1407.0600,1422.2900,,,1404.7945,20.6077,-39.4646,91.8448,89.1294,2.5599,-58.7846,0.1827,1.0018,-0.5716,1407.0600,,,,0,,,,,,,,,,,16.7913,18.9296,18.9296,20.2020,40.2137,70.6117,,,-0.4726,12.5699,-1215783803.3199,1079500000.0000,66.6667,50.0000,0.0000,-50.0000,51.0199,97.2757,34.2827,0.4734,15.2493,0.2106,1401.3750,22.2414,1.5840,,1413.0001,1407.0600,1401.1199,1384.1556,-625020191.6269
2000-01-27,1401.3250,1401.2719,1400.4034,1398.3668,1398.7532,1401.3250,1411.7434,,,1400.2117,13.6590,-42.4064,95.6371,93.7410,-11.4700,-72.6819,-0.8135,0.9919,-0.4656,1401.3250,,,,0,,,,,,,,,,,20.3147,27.0911,27.0911,33.1770,54.9648,44.2533,,,-0.1155,47.8700,-1044243645.0537,-50000000.0000,-66.6667,100.0000,100.0000,0.0000,49.8985,99.4293,52.4810,0.1502,36.7947,0.1053,1394.9250,35.0557,2.5066,,1406.8549,1401.3250,1395.7951,1473.0000,-524010920.3597
2000-01-28,1379.3600,1373.8640,1372.9600,1363.7596,1361.4887,1379.3600,1388.8174,,,1376.9410,2.4035,-93.6800,97.6602,96.6486,-43.9299,-95.1929,-3.1287,0.9687,-1.1131,1379.3600,,,,0,,,,,,,,,,,21.7207,19.1415,19.1415,4.0454,38.8076,1.5578,,,-0.9065,42.3601,-1935159419.9521,-1145800000.0000,-66.6667,100.0000,50.0000,-50.0000,0.0000,99.6832,42.8693,0.0680,33.1874,0.0526,1387.5300,38.7079,2.8458,,1417.7601,1379.3600,1340.9600,1471.9799,-718524790.4581
2000-01-31,1377.3100,1387.5946,1383.0267,1388.8034,1391.8175,1377.3100,1388.8722,,,1382.4106,60.5208,-8.4678,98.7140,98.1871,-4.1001,21.0416,-0.2932,0.9971,-0.2594,1377.3100,,,,0,,,,,,,,,,,26.7126,33.9053,33.9053,64.4935,48.6037,100.0000,,,0.7736,44.3400,-942256799.1990,-152000000.0000,66.6667,100.0000,0.0000,-100.0000,47.7054,99.7679,27.2779,0.0317,22.6536,0.0263,1374.3500,41.5239,2.9778,,1411.6099,1377.3100,1343.0101,1469.6643,-416854649.7625
2000-02-01,1401.8700,1402.0516,1404.3400,1407.2735,1409.6159,1401.8700,1397.9423,,,1398.1919,73.9340,-5.1483,60.7648,79.7394,49.1200,47.8680,3.6113,1.0361,0.4149,1401.8700,,,,0,,,,,,,,,,,34.8599,51.5328,51.5328,86.0594,67.1859,100.0000,,,0.5350,27.7000,-188619781.9711,829000000.0000,66.6667,50.0000,100.0000,50.0000,100.0000,22.8155,16.3626,26.0361,11.3268,18.0232,1381.3150,34.6119,2.4560,,1416.6901,1401.8700,1387.0499,1466.0786,-15754664.0179
2000-02-02,1409.2000,1406.7639,1409.1733,1410.0752,1410.2192,1409.2000,1402.7203,,,1406.8415,73.3954,-32.0771,55.5374,58.1511,14.6600,46.7909,1.0513,1.0105,0.4545,1409.2000,,,,0,,,,,,,,,,,54.5070,78.0827,78.0827,83.6952,99.7490,99.2471,,,-0.0093,17.1200,-544121078.6128,-209600000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,50.3101,10.9476,33.1161,5.6634,17.1316,1402.7000,25.8660,1.8356,,1409.3600,1409.2000,1409.0400,1462.6004,36649887.0387
2000-02-03,1417.0450,1418.9013,1419.6866,1424.0509,1424.7116,1417.0450,1412.2551,,,1418.3939,89.1093,-2.9716,60.6768,58.1071,15.6899,78.2186,1.1133,1.0111,0.6411,1417.0450,,,,0,,,,,,,,,,,73.0589,89.5612,89.5612,98.9291,99.7490,100.0000,,,0.5814,27.2600,534240169.3420,936900000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,65.8162,5.3302,25.8552,2.8317,13.7358,1412.1500,26.5630,1.8641,,1432.8950,1417.0450,1401.1950,1459.2266,397871247.0894
2000-02-04,1424.6700,1422.5471,1424.5700,1425.4789,1424.9599,1424.6700,1416.9534,,,1423.8585,85.2953,-30.8640,72.6493,66.6631,15.2500,70.5905,1.0822,1.0108,0.4897,1424.6700,,,,0,,,,,,,,,,,85.7891,89.7232,89.7232,86.5454,95.3020,86.6588,,,-0.0393,15.2800,744374.9361,-108200000.0000,66.6667,50.0000,100.0000,50.0000,100.0000,84.6218,3.3837,40.6231,1.4159,16.9979,1417.2150,20.9215,1.4688,,1425.2700,1424.6700,1424.0700,1455.9540,339724846.4274
2000-02-07,1424.3050,1423.6757,1424.2833,1425.0292,1424.3300,1424.3050,1420.1919,,,1425.1611,83.7419,-51.6829,37.8119,55.2306,-0.7300,67.4838,-0.0512,0.9995,0.2899,1424.3050,,,,0,,,,,,,,,,,88.9443,87.5486,87.5486,77.1713,84.1673,65.8430,,,-0.0094,13.8201,532203409.7252,-1026300000.0000,-66.6667,0.0000,50.0000,50.0000,53.3288,2.9744,23.0501,24.4634,8.0080,8.4990,1424.6200,17.3708,1.2197,,1424.4350,1424.3050,1424.1750,1452.7796,454154207.5506
2000-02-08,1432.9800,1435.7052,1435.8933,1440.1662,1440.9690,1432.9800,1429.5064,,,1434.7465,97.2431,-0.3859,51.4467,44.6293,17.3500,94.4862,1.2181,1.0122,0.5151,1432.9800,,,,0,,,,,,,,,,,88.3642,87.8209,87.8209,99.7461,84.1673,100.0000,-16.2793,-1.1425,0.9937,17.5900,1566801475.9864,21400000.0000,66.6667,50.0000,100.0000,50.0000,53.5464,65.0816,11.4528,54.1448,4.0040,18.9294,1427.5800,17.4804,1.2125,,1450.4600,1432.9800,1415.5000,1449.7004,788869766.5886
2000-02-09,1426.7150,1419.7084,1421.7133,1415.8631,1413.3619,1426.7150,1428.6183,,,1423.7592,25.2488,-99.8178,36.3800,43.9134,-12.5300,-49.5024,-0.8798,0.9912,-0.1883,1426.7150,,,,0,,,,,,,,,,,81.2979,68.5241,68.5241,28.6551,55.2810,0.0000,-13.7575,-0.9667,-0.9122,32.9000,520129060.8287,-1029100000.0000,-66.6667,100.0000,100.0000,0.0000,50.1658,21.3132,28.9636,18.7865,14.5920,9.4647,1428.1000,25.1902,1.7844,,1456.7250,1426.7150,1396.7050,1446.7136,521051293.5005
2000-02-10,1414.2700,1417.7894,1415.1233,1415.8680,1415.6756,1414.2700,1425.7747,,,1418.0348,40.3243,-72.7180,40.7534,38.5667,-24.8900,-19.3515,-1.7264,0.9827,-0.2427,1414.2700,,,,0,,,,,,,,,,,69.4131,51.8944,51.8944,27.2820,40.3133,20.9398,-13.8605,-0.9735,0.3274,15.6699,866749743.5353,29700000.0000,-66.6667,100.0000,50.0000,-50.0000,0.0000,45.1267,30.6312,11.5818,12.5159,4.7324,1425.4901,20.4301,1.4420,,1419.3900,1414.2700,1409.1500,1444.5500,474409290.5074
2000-02-11,1401.9750,1397.3431,1397.0233,1389.8872,1387.9783,1401.9750,1416.5075,,,1399.9321,12.0712,-80.9535,63.8338,52.2936,-24.5900,-75.8576,-1.7419,0.9826,-0.7805,1401.9750,,,,0,,,,,,,,,,,47.7474,22.8238,22.8238,12.5342,6.9799,0.0000,-14.6981,-1.0327,-0.7831,37.9399,286042026.7864,-996000000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,86.9143,57.9031,4.0538,33.7980,2.3662,1400.4950,29.1850,2.1040,50.2135,1431.6849,1401.9750,1372.2650,1444.5500,227429716.6349
2000-02-14,1388.5300,1392.4077,1389.0000,1388.2772,1388.7494,1388.5300,1408.1083,,,1391.1295,22.3933,-70.8752,75.3740,69.6039,-26.8900,-55.2134,-1.8979,0.9810,-0.6527,1388.5300,,,,0,,,,,,,,,,,31.2000,18.8817,18.8817,16.8290,11.0196,12.1191,-14.8968,-1.0471,0.1958,14.4000,570658172.4320,-68700000.0000,-66.6667,50.0000,0.0000,-50.0000,0.0000,86.9143,38.7725,2.7144,16.8990,1.1831,1397.8600,21.7925,1.5679,46.1206,1391.3499,1388.5300,1385.7100,1441.7177,196276872.1529
2000-02-15,1395.9950,1398.8359,1398.0133,1399.6019,1401.3914,1395.9950,1405.4157,,,1395.5606,61.3563,-18.0169,48.9828,62.1784,14.9301,22.7125,1.0763,1.0108,-0.1461,1395.9950,,,,0,,,,,,,,,,,21.3616,22.3793,22.3793,37.7746,37.3730,100.0000,-9.8898,-0.6959,0.3848,31.4700,1269232432.2144,1023400000.0000,66.6667,100.0000,0.0000,-100.0000,54.2030,22.5916,15.8639,25.1236,8.4495,13.3815,1391.9850,26.6312,1.8995,52.4520,1408.1051,1395.9950,1383.8849,1438.9704,387962802.7817
2000-02-16,1394.8600,1391.3920,1392.4634,1389.1660,1388.7652,1394.8600,1405.1765,,,1391.7829,27.9869,-63.7113,35.7872,42.3850,-2.2699,-44.0263,-0.1633,0.9984,-0.2609,1394.8600,,,,0,,,,,,,,,,,22.5882,26.5037,26.5037,24.9074,48.1374,32.2931,-7.7660,-0.5475,-0.7580,18.9701,474931242.4627,4600000.0000,-66.6667,50.0000,50.0000,0.0000,51.7853,22.5916,9.2645,14.6722,4.2248,6.6907,1391.9850,22.8007,1.6431,47.6883,1409.2401,1394.8600,1380.4800,1436.3055,178378231.9560
2000-02-17,1387.9650,1389.3040,1388.0634,1387.8660,1387.9951,1387.9650,1398.6905,14.7601,267.8749,1389.0045,31.0632,-66.5440,37.3918,36.5895,-13.7900,-37.8735,-0.9836,0.9902,-0.2246,1387.9650,,,,0,15.6467,,-26.0492,-12.2110,,,,,,,26.5474,30.7593,30.7593,29.5959,56.9427,38.5351,-7.5831,-0.5353,0.0298,19.8101,295765062.3519,1039400000.0000,-66.6667,0.0000,0.0000,0.0000,0.0000,38.9963,17.8884,7.8510,7.6224,3.3454,1392.3100,21.3054,1.5347,45.2228,1388.5550,1387.9650,1387.3751,1433.7205,19415465.4960
2000-02-18,1367.1750,1360.4946,1360.1466,1350.4122,1347.5737,1367.1750,1376.4633,16.0796,278.6571,1364.6095,4.3707,-98.5887,64.5385,50.9651,-41.5801,-91.2585,-2.9964,0.9700,-1.0406,1367.1750,,,,0,17.2118,,-24.5068,-20.4847,-2.4722,-14.4598,-16.9320,-9.5217,-12.0281,2.5063,25.2807,18.5791,18.5791,1.2340,23.6094,0.0000,-9.5217,-0.6737,-0.9746,43.2700,-709438035.6360,-2900000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,91.6852,59.7150,2.5903,38.5612,1.6727,1372.6000,32.2877,2.3986,40.0389,1409.3450,1367.1750,1325.0049,1431.2131,-367217148.8243
2000-02-22,1349.1300,1354.9449,1350.1434,1349.7342,1350.4119,1349.1300,1370.0223,17.4462,289.3922,1353.3116,23.3609,-64.2214,79.7769,72.1577,-36.0900,-53.2782,-2.5997,0.9740,-0.8548,1349.1300,,,,0,18.8572,,2.4699,-30.0666,-3.4596,-15.3247,-18.7844,-11.8380,-11.5346,-0.3034,22.8443,19.1946,19.1946,26.7538,23.9532,33.3245,-11.8380,-0.8399,0.2318,26.2300,-173292143.0353,977100000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,95.0154,55.9157,1.4292,32.7205,0.8363,1360.2350,29.2588,2.1638,41.8577,1355.2101,1349.1300,1343.0499,1427.7774,-321409784.4165
2000-02-23,1356.4300,1358.7749,1357.8500,1358.3147,1360.1241,1356.4300,1365.8746,18.8594,300.1052,1355.3373,50.7630,-24.6405,46.7375,63.2572,14.6000,1.5260,1.0846,1.0108,-0.3323,1356.4300,,,,0,20.4333,,16.3069,-15.6968,-3.2137,-16.1282,-19.3419,-13.1270,-11.4646,-1.6624,20.1060,22.5442,22.5442,39.6449,44.4415,100.0000,-13.1270,-0.9340,0.3079,27.6700,143813506.5690,1970800000.0000,66.6667,50.0000,0.0000,-50.0000,50.5385,13.6981,28.7381,21.8135,16.3603,12.4182,1350.9950,28.4644,2.0919,47.0636,1364.9499,1356.4300,1347.9101,1422.9825,-172554084.6105
2000-02-24,1357.0600,1355.2117,1355.8500,1353.8705,1354.1800,1357.0600,1365.7168,20.3183,310.6384,1354.4143,31.5428,-41.4614,50.3288,48.5331,1.2600,-36.9145,0.0932,1.0009,-0.2425,1357.0600,,,,0,21.8081,,-6.8920,-13.7299,-3.2074,-16.9300,-20.1374,-15.1159,-11.6041,-3.5118,25.0286,33.3472,33.3472,33.6429,63.9649,58.5702,-15.1159,-1.0785,-0.2079,34.9200,567603511.2437,755800000.0000,-66.6667,100.0000,50.0000,-50.0000,45.1435,53.9200,32.7211,9.7959,20.7401,6.2091,1349.9950,31.6922,2.3416,47.8187,1364.3199,1357.0600,1349.8001,1418.4274,38870438.1258
2000-02-25,1343.3950,1340.6439,1340.0500,1335.3409,1334.1235,1343.3950,1351.3360,21.8211,320.8656,1342.3548,10.1967,-88.1909,53.3084,51.8186,-27.3300,-79.6067,-2.0085,0.9799,-0.6016,1343.3950,,,,0,22.9101,,-27.0657,-16.0596,-4.1618,-17.9705,-22.1323,-19.4328,-12.1301,-7.3027,27.5605,26.7902,26.7902,7.0827,57.0427,12.5579,-19.4328,-1.3912,-0.6084,32.9900,-225729154.3760,-309400000.0000,-66.6667,100.0000,0.0000,-100.0000,0.0000,56.2881,17.1608,4.7997,11.1000,3.1045,1346.9750,32.3411,2.4255,40.6675,1363.4651,1343.3950,1323.3250,1413.1146,-130595417.8271
2000-02-28,1340.7050,1345.5813,1343.1534,1345.4595,1346.7807,1340.7050,1351.2543,23.3677,331.1375,1343.2968,54.8876,-38.0090,62.7728,58.0406,-5.3800,9.7752,-0.3975,0.9960,-0.2138,1340.7050,,,,0,23.9876,,-47.4184,-33.3000,-3.4405,-18.8306,-22.2711,-20.9870,-12.8068,-8.1802,30.2399,30.5824,30.5824,51.0215,57.0427,100.0000,-20.9870,-1.5065,0.4109,35.7500,67439417.9037,717100000.0000,66.6667,100.0000,0.0000,-100.0000,49.1325,72.2371,14.1429,2.2797,9.6301,1.5523,1343.6050,34.0456,2.5255,44.7824,1355.3951,1340.7050,1326.0150,1407.2370,-94769138.8254
2000-02-29,1357.2350,1359.4738,1360.2967,1364.0640,1366.0751,1357.2350,1357.9946,24.9583,341.4903,1356.2572,79.9021,-7.2037,47.9515,55.3621,33.0601,59.8043,2.4795,1.0248,0.3829,1357.2350,,,,0,25.2058,,2.0470,-49.2895,-1.4640,-19.1966,-20.6606,-22.3056,-14.1864,-8.1192,35.7810,49.9705,49.9705,91.8074,70.8526,100.0000,-22.3056,-1.6044,0.8513,21.5800,913466580.6190,1921400000.0000,66.6667,50.0000,100.0000,50.0000,100.0000,33.1301,8.6562,17.2334,4.8150,9.5862,1347.3500,27.8128,2.0354,47.2591,1375.6050,1357.2350,1338.8651,1400.6637,197692903.3415
2000-03-01,1372.8050,1372.6179,1374.9333,1378.5293,1379.6401,1372.8050,1367.4148,26.5928,351.8673,1371.1886,88.6511,-12.0588,62.5280,55.2397,31.1399,77.3022,2.3100,1.0231,0.7100,1372.8050,,,,0,26.5886,,45.7914,-30.6754,0.8415,-18.9862,-18.1448,-22.1072,-15.7798,-6.3274,53.0194,78.5053,78.5053,92.6871,100.0000,100.0000,-22.1072,-1.5911,0.7494,17.0399,1549015056.9232,3195500000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,77.1046,5.3676,41.5205,2.4075,18.6231,1365.7550,22.4263,1.6261,56.1621,1385.5749,1372.8050,1360.0351,1394.6162,501584353.6574
2000-03-02,1380.4750,1378.7126,1380.9033,1382.7147,1382.4485,1380.4750,1373.7904,28.2707,362.1662,1379.6753,90.3432,-23.8334,72.4228,67.4754,15.3400,80.6865,1.1226,1.0112,0.6268,1380.4750,,,,0,27.8245,,27.9399,-19.5948,2.5795,-18.3414,-15.7618,-21.7015,-17.3485,-4.3530,73.5684,92.2294,92.2294,92.1938,100.0000,100.0000,-21.7015,-1.5632,0.1585,16.2101,2037768138.6317,4394100000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,82.3176,3.1156,32.1242,1.2038,12.4116,1376.4901,19.3182,1.3981,55.5340,1383.0450,1380.4750,1377.9049,1389.0525,735817349.9068
2000-03-03,1395.4650,1399.0176,1400.0334,1407.1199,1408.3979,1395.4650,1389.5147,29.9925,372.6363,1397.6646,97.6899,-4.2190,84.2778,78.3503,29.9801,95.3799,2.1737,1.0217,0.9959,1395.4650,,,,0,28.2911,,36.2093,-20.9685,5.4501,-16.9788,-11.5287,-21.3036,-18.6576,-2.6460,88.3436,94.2960,94.2960,98.0073,100.0000,100.0000,-21.3036,-1.5343,0.9413,29.1200,3052974149.8930,5544400000.0000,66.6667,0.0000,100.0000,100.0000,100.0000,96.1328,1.2426,63.0200,0.6019,30.5258,1390.6150,24.2191,1.7187,60.5713,1422.8751,1395.4650,1368.0550,1325.0699,1087767547.4186
2000-03-06,1400.2250,1393.8592,1397.2434,1394.8405,1392.8929,1400.2250,1389.5791,31.7567,382.8227,1397.4691,49.0141,-67.3076,90.2053,87.2416,9.5200,-1.9718,0.6890,1.0069,0.4232,1400.2250,,,,0,27.9897,,75.8461,-12.1732,5.9768,-15.4846,-9.5079,-20.7227,-19.6448,-1.0779,90.9536,86.3353,86.3353,68.8047,66.6667,0.0000,-20.7227,-1.4928,-0.7159,24.9900,2561741459.2036,4515400000.0000,-66.6667,0.0000,50.0000,50.0000,52.8783,96.1328,0.6116,31.0164,0.3009,15.2629,1396.3200,24.6045,1.7685,56.2139,1418.1151,1400.2250,1382.3350,1325.9280,976557904.1434
2000-03-07,1373.4500,1368.3664,1367.5067,1360.1959,1356.4961,1373.4500,1374.4862,33.5606,392.5507,1374.3320,16.4125,-90.5774,77.1640,83.6847,-53.5500,-67.1750,-3.8001,0.9620,-0.6433,1373.4500,,,,0,27.2261,,94.6611,14.3056,3.8590,-14.5199,-10.6609,-23.2681,-20.7716,-2.4965,79.7725,58.6861,58.6861,9.2462,33.3333,0.0000,-23.2681,-1.6763,-0.7245,49.2200,1548266974.4239,3201300000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,64.1227,47.2885,10.3373,34.9105,7.6314,1379.8650,36.9123,2.7229,51.3867,1409.1100,1373.4500,1337.7900,1326.7776,519815904.5423
2000-03-08,1361.1600,1367.2554,1363.0066,1364.1616,1364.6206,1361.1600,1373.3549,35.4043,402.2922,1366.1938,40.8581,-61.8179,73.0967,75.1304,-24.5801,-18.2839,-1.7667,0.9823,-0.5145,1361.1600,,,,0,26.5587,,57.9667,39.9132,3.1688,-13.7277,-10.5590,-20.4829,-21.3679,0.8850,60.4848,36.4330,36.4330,31.2480,10.0256,30.0767,-20.4829,-1.4768,0.4078,27.1700,2123415516.8407,4404300000.0000,-66.6667,100.0000,0.0000,-100.0000,-0.0000,69.0294,32.4976,5.9544,20.8252,3.8157,1372.9150,32.0412,2.3444,52.9858,1372.2399,1361.1600,1350.0800,1327.6186,468712722.3343
